Date,LEVEL_00_6D78F692_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_01_74433ACA_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_02.A_4E35AD0B_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_02.B_4C01AA2C_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_03_669BEE00_SPACE RV2024_RESILIENCE_PEOPLE
2016-01-24 02:00:00+00:00,20.49659024384945,14.289598136303917,14.225751682499137,14.113245894137924,14.198812033361355
2016-01-24 03:00:00+00:00,20.486281671276032,14.223190235279565,14.15896289819166,14.046138810837666,14.132439460964717
2016-01-24 04:00:00+00:00,20.47573605245947,14.15667067166808,14.09221190870847,13.979142944476537,14.066142342692052
2016-01-24 05:00:00+00:00,20.465003954934485,14.090352794192084,14.02552628914619,13.912497353221205,14.000100784863363
2016-01-24 06:00:00+00:00,20.455624812789207,14.038696720363646,13.971630314684868,13.860784327216065,13.947421311346801
2016-01-24 07:00:00+00:00,20.447703734033567,14.054767448943005,13.987617672301822,13.881674979200625,13.959429285673407
2016-01-24 08:00:00+00:00,20.444810429463278,14.250249504075446,14.169339559965058,14.06592171522824,14.130756898593637
2016-01-24 09:00:00+00:00,20.450234867025994,14.462071804594354,14.37498716011205,14.278714931836914,14.332423741744828
2016-01-24 10:00:00+00:00,20.462361152934957,14.70942225046146,14.61402374656551,14.530565913968973,14.570982777278635
2016-01-24 11:00:00+00:00,20.47911566517077,14.937168194919352,14.836225397140888,14.762648819490087,14.795503143464297
2016-01-24 12:00:00+00:00,20.50110642016465,15.139423336691499,15.040493591132957,14.970442875498351,15.000205377749685
2016-01-24 13:00:00+00:00,20.52497795527766,15.346594841752486,15.252924991747998,15.174602249357804,15.21335084090611
2016-01-24 14:00:00+00:00,20.547472958590806,15.49578103026394,15.413251910731995,15.320757239158603,15.372907718089357
2016-01-24 15:00:00+00:00,20.567122168097832,15.389123962524664,15.33134296821517,15.247287760094915,15.294988242350078
